Título,Endereço,Preço,Anunciante,Aréa
" Casa com 4 quartos à venda no bairro Santa Genoveva, 348m² "," Rua da Concórdia, 0, Santa Genoveva, Goiânia - GO "," R$ 1.702.649,00 ",Urbs Private 1, 348m² 
" Apartamento com 3 quartos à venda no bairro Pedro Ludovico, 117m² "," Rua 1024, 0, Pedro Ludovico, Goiânia - GO "," R$ 550.000,00 ",André Lima, 117m² 
" Casa com 3 quartos à venda no bairro Residencial Sevilha, 100m² "," Rua Rs 2, 302, Residencial Sevilha, Goiânia - GO "," R$ 335.000,00 ",Pinamar, 100m² 
" Casa com 3 quartos à venda no bairro Alphaville Flamboyant Residencial Araguaia, 518m² "," Rua Ivaí, 0, Alphaville Flamboyant Residencial Araguaia, Goiânia - GO "," R$ 2.390.000,00 ",Urbs Private 2, 518m² 
" Apartamento com 3 quartos à venda no bairro Parque Amazônia, 74m² "," Rua Salvador, 0, Parque Amazônia, Goiânia - GO "," R$ 350.000,00 ",André Lima, 74m² 
" Garagem à venda no bairro Jardim Novo Mundo, 3675m² "," Desvio Bucareste, 0, Jardim Novo Mundo, Goiânia - GO "," R$ 3.000.000,00 ",Corretor Ubirajara Ribeiro, 3675m² 
" Apartamento com 4 quartos à venda no bairro Setor Bueno, 200m² "," Avenida T 5, 0, Setor Bueno, Goiânia - GO "," R$ 1.735.000,00 ",Urbs Private M, 200m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 119m² "," Rua T 60, 0, Setor Bueno, Goiânia - GO "," R$ 500.000,00 ",Urbs Private M, 119m² 
" Casa com 4 quartos à venda no bairro Jaó, 432m² "," Belo Horizonte, 2, Jaó, Goiânia - GO "," R$ 1.080.000,00 ",M2 Investimentos Imobiliários, 432m² 
" Casa com 4 quartos à venda no bairro Alphaville Flamboyant, 1332m² "," Rua Indiara, 0, Alphaville Flamboyant, Goiânia - GO "," R$ 4.700.000,00 ",Urbs Private 1, 1332m² 
" Lote em Condomínio à venda no bairro Zona Rural, 1160m² "," Alexânia, Zona Rural, Alexânia - GO "," R$ 348.000,00 ",Ricardo Neri Imóveis, 1160m² 
" Apartamento com 3 quartos à venda no bairro Jardim América, 110m² "," C-239 Lote 15 - 18, 1, Jardim América, Goiânia - GO "," R$ 671.000,00 ",Nova Mercado Imobiliário, 110m² 
" Rural com 3 quartos à venda no bairro Zona Rural, 3678400m² "," Fazenda Próxima a Jaraguá, 0, Zona Rural, Jaraguá - GO "," R$ 5.350.000,00 ",Urbs Private 2, 3678400m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 306m² "," Rua 1128, 0, Setor Marista, Goiânia - GO "," R$ 870.000,00 ",Urbs Private 2, 306m² 
" Casa com 7 quartos à venda no bairro Setor Sul, 460m² "," Rua 117, 0, Setor Sul, Goiânia - GO "," R$ 1.963.000,00 ",Urbs Private M, 460m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 182m² "," Rua 1124, 273, Setor Marista, Goiânia - GO "," R$ 1.618.000,00 ",Vm Imóveis, 182m² 
" Casa em Condomínio com 4 quartos à venda no bairro Jardins Munique, 750m² "," Das Alpineas, 1, Jardins Munique, Goiânia - GO "," R$ 5.999.000,00 ",M2 Investimentos Imobiliários, 750m² 
" Apartamento com 1 quarto à venda no bairro Esplanada, 69m² "," Esplanada, 1, Esplanada, Rio Quente - GO "," R$ 266.922,00 ",Jones Imóveis, 69m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 152m² "," Rua T 55, 0, Setor Bueno, Goiânia - GO "," R$ 1.210.000,00 ",Urbs Private 3, 152m² 
" Apartamento com 2 quartos à venda no bairro Parque Amazônia, 70m² "," Rua Jari, 2, Parque Amazônia, Goiânia - GO "," R$ 290.000,00 ",Pointer Imoveis, 70m² 
" Apartamento com 4 quartos à venda no bairro Nova Suiça, 112m² "," Rua C263, 0, Nova Suiça, Goiânia - GO "," R$ 420.000,00 ",Urbs Private 1, 112m² 
" Lote à venda no bairro Zona Rural, 72600m² "," Ilha Lago Azul, Zona Rural, Buriti Alegre - GO "," R$ 1.200.000,00 ",Jones Imóveis, 72600m² 
" Apartamento com 4 quartos à venda no bairro Setor Bueno, 200m² "," Rua T 38, 0, Setor Bueno, Goiânia - GO "," R$ 1.250.000,00 ",Urbs Private M, 200m² 
" Apartamento com 3 quartos à venda no bairro Serrinha, 150m² "," Rua Samuel Morse, 0, Serrinha, Goiânia - GO "," R$ 1.050.000,00 ",André Lima, 150m² 
" Sala à venda no bairro Setor Bueno, 32m² "," T-2, 471, Setor Bueno, Goiânia - GO "," R$ 243.450,00 ",R8 Imóveis, 32m² 
" Casa com 4 quartos à venda no bairro Residencial Goiânia Golfe Clube, 454m² "," Rua Ggc45, 0, Residencial Goiânia Golfe Clube, Goiânia - GO "," R$ 1.850.000,00 ",Urbs Private 3, 454m² 
" Casa em Condomínio com 4 quartos à venda no bairro Residencial Parque Mendanha, 1200m² "," Pm 6, 8, Residencial Parque Mendanha, Goiânia - GO "," R$ 2.900.000,00 ",M2 Investimentos Imobiliários, 1200m² 
" Lote à venda no bairro Conjunto Residencial Storil, 302m² "," Avenida Pedro Luiz Ribeiro, 0, Conjunto Residencial Storil, Aparecida de Goiânia - GO "," R$ 1.016.000,00 ",Urbs Private 1, 302m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 350m² "," Praça T 23, 0, Setor Bueno, Goiânia - GO "," R$ 2.800.000,00 ",Urbs Private M, 350m² 
" Apartamento com 3 quartos à venda no bairro Parque Amazônia, 95m² "," Rua Marajó, 512, Parque Amazônia, Goiânia - GO "," R$ 567.000,00 ",Obter Imóveis, 95m² 
" Apartamento com 3 quartos à venda no bairro Setor Oeste, 168m² "," Rua 6, 0, Setor Oeste, Goiânia - GO "," R$ 385.000,00 ",Urbs Private 2, 168m² 
" Apartamento com 3 quartos à venda no bairro Parque Amazônia, 72m² "," Rua Salvador, Parque Amazônia, Goiânia - GO "," R$ 285.000,00 ",Carisa Imóveis, 72m² 
" Apartamento com 3 quartos à venda no bairro Jardim América, 80m² "," Praça C 111, 77, Jardim América, Goiânia - GO "," R$ 349.000,00 ",Pinamar, 80m² 
" Apartamento com 4 quartos à venda no bairro Setor Bueno, 400m² "," Avenida T 5, 0, Setor Bueno, Goiânia - GO "," R$ 2.800.000,00 ",Urbs Private M, 400m² 
" Casa com 4 quartos à venda no bairro Coimbra, 485m² "," Rua 233, 0, Coimbra, Goiânia - GO "," R$ 1.300.000,00 ",André Lima, 485m² 
" Lote em Condomínio à venda no bairro Residencial Marília, 250m² "," Avenida Progresso, 25, Residencial Marília, Senador Canedo - GO "," R$ 312.500,00 ",Pointer Imoveis, 250m² 
" Apartamento com 3 quartos à venda no bairro Bela Vista, 106m² "," Avenida T 13, 0, Bela Vista, Goiânia - GO "," R$ 639.000,00 ",André Lima, 106m² 
" Casa com 5 quartos à venda no bairro Jardim Atlântico, 420m² "," Rua do Curimã Qd. 44 Lt. 12, 0, Jardim Atlântico, Goiânia - GO "," R$ 1.500.000,00 ",Urbs One, 420m² 
" Apartamento com 4 quartos à venda no bairro Setor Oeste, 176m² "," Rua 3, 33444, Setor Oeste, Goiânia - GO "," R$ 1.515.000,00 ",Pinamar, 176m² 
" Apartamento com 3 quartos à venda no bairro Pedro Ludovico, 140m² "," Laudelino Gomes, 315, Pedro Ludovico, Goiânia - GO "," R$ 981.000,00 ",Nova Mercado Imobiliário, 140m² 
" Apartamento com 1 quarto à venda no bairro Turista I, 39m² "," Rua do Balneário, 0, Turista I, Caldas Novas - GO "," R$ 110.000,00 ",Jones Imóveis, 39m² 
" Apartamento com 3 quartos à venda no bairro Pedro Ludovico, 96m² "," Rua 1033, 0, Pedro Ludovico, Goiânia - GO "," R$ 615.000,00 ",Urbs Private 1, 96m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 130m² "," Rua 138, 0, Setor Marista, Goiânia - GO "," R$ 1.300.000,00 ",Urbs Private M, 130m² 
" Casa com 3 quartos à venda no bairro Terras Alpha Residencial 2, 225m² "," Alameda Suécia, 1, Terras Alpha Residencial 2, Senador Canedo - GO "," R$ 1.250.000,00 ",Nova Mercado Imobiliário, 225m² 
" Apartamento com 2 quartos à venda no bairro Parque Amazônia, 65m² "," Antônio Fidelis, 970, Parque Amazônia, Goiânia - GO "," R$ 385.000,00 ",M2 Investimentos Imobiliários, 65m² 
" Casa Comercial à venda no bairro Goiá, 389m² "," Rua Padre Monte Lote 10 Quadra 28, Goiá, Goiânia - GO "," R$ 450.000,00 ",Carisa Imóveis, 389m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 103m² "," T 3 Qd. 57 Lt. 13/17, 1289, Setor Bueno, Goiânia - GO "," R$ 767.000,00 ",R8 Imóveis, 103m² 
" Apartamento com 4 quartos à venda no bairro Setor Bueno, 131m² "," Rua T 29, 0, Setor Bueno, Goiânia - GO "," R$ 610.000,00 ",Urbs Private M, 131m² 
" Cobertura com 3 quartos à venda no bairro Setor Oeste, 229m² "," Rua 5, 380, Setor Oeste, Goiânia - GO "," R$ 930.000,00 ",Jovita Cruvinel, 229m² 
" Apartamento com 4 quartos à venda no bairro Setor Oeste, 185m² "," 12 Esquina Com a Portugal, 78, Setor Oeste, Goiânia - GO "," R$ 1.545.000,00 ",R8 Imóveis, 185m² 
" Apartamento com 3 quartos à venda no bairro Pedro Ludovico, 110m² "," 1034, 1, Pedro Ludovico, Goiânia - GO "," R$ 604.460,00 ",R8 Imóveis, 110m² 
" Apartamento com 3 quartos à venda no bairro Residencial Eldorado, 81m² "," Avenida Milão, 2415, Residencial Eldorado, Goiânia - GO "," R$ 390.000,00 ",Amj Gestão Imobiliária, 81m² 
" Casa em Condomínio com 3 quartos à venda no bairro Castelo Branco, 131m² "," Avenida Cascavel, 13, Castelo Branco, Goiânia - GO "," R$ 605.000,00 ",Amj Gestão Imobiliária, 131m² 
" Apartamento com 2 quartos à venda no bairro Parque Esplanada II, 43m² "," Rua e, Parque Esplanada II, Valparaíso de Goiás - GO "," R$ 160.000,00 ",Ricardo Neri Imóveis, 43m² 
" Cobertura com 3 quartos à venda no bairro Setor Bueno, 462m² "," T 37, 3350, Setor Bueno, Goiânia - GO "," R$ 2.470.000,00 ",Nova Mercado Imobiliário, 462m² 
" Apartamento com 3 quartos à venda no bairro Nova Suiça, 123m² "," Rua C 252, 488, Nova Suiça, Goiânia - GO "," R$ 400.000,00 ",Amj Gestão Imobiliária, 123m² 
" Apartamento com 3 quartos à venda no bairro Jardim Atlântico, 106m² "," Copacabana, 3, Jardim Atlântico, Goiânia - GO "," R$ 546.000,00 ",R8 Imóveis, 106m² 
" Apartamento com 3 quartos à venda no bairro Jardim Atlântico, 106m² "," Copacabana, 11, Jardim Atlântico, Goiânia - GO "," R$ 549.200,00 ",R8 Imóveis, 106m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 185m² "," Rua 1128, 50, Setor Marista, Goiânia - GO "," R$ 1.500.000,00 ",R8 Imóveis, 185m² 
" Lote à venda no bairro Jardim Alto Paraíso, 360m² "," Avenida 4ª Avenida, 0, Jardim Alto Paraíso, Aparecida de Goiânia - GO "," R$ 100.000,00 ",Urbs Private M, 360m² 
" Apartamento com 3 quartos à venda no bairro Jardim Goiás, 126m² "," 70, 110, Jardim Goiás, Goiânia - GO "," R$ 960.000,00 ",M2 Investimentos Imobiliários, 126m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 73m² "," T 36, 2282, Setor Bueno, Goiânia - GO "," R$ 790.000,00 ",M2 Investimentos Imobiliários, 73m² 
" Apartamento com 3 quartos à venda no bairro Pedro Ludovico, 102m² "," 1033, 111, Pedro Ludovico, Goiânia - GO "," R$ 539.000,00 ",R8 Imóveis, 102m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 158m² "," 1124, 273, Setor Marista, Goiânia - GO "," R$ 1.580.000,00 ",R8 Imóveis, 158m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 67m² "," T-28, 54, Setor Bueno, Goiânia - GO "," R$ 460.000,00 ",Vm Imóveis, 67m² 
" Apartamento com 3 quartos à venda no bairro Cândida de Morais, 79m² "," Perimetral Norte, 11098, Cândida de Morais, Goiânia - GO "," R$ 360.000,00 ",M2 Investimentos Imobiliários, 79m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 144m² "," Rua T 51, 978, Setor Bueno, Goiânia - GO "," R$ 1.500.000,00 ",Pinamar, 144m² 
" Apartamento com 2 quartos à venda no bairro Ilda, 58m² "," Professor João de Paula Teixeira Filho, 104, Ilda, Aparecida de Goiânia - GO "," R$ 235.000,00 ",M2 Investimentos Imobiliários, 58m² 
" Apartamento com 2 quartos à venda no bairro Jardim Goiás, 62m² "," Rua 6, 109, Jardim Goiás, Goiânia - GO "," R$ 450.000,00 ",Pointer Imoveis, 62m² 
" Apartamento com 3 quartos à venda no bairro Parque Amazônia, 76m² "," Rua Caapi, 0, Parque Amazônia, Goiânia - GO "," R$ 475.496,00 ",André Lima, 76m² 
" Lote à venda no bairro Jardins Nápoles, 360m² "," Rua das Petúnias, 0, Jardins Nápoles, Senador Canedo - GO "," R$ 260.000,00 ",Urbs Private 3, 360m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 119m² "," T 8, 57, Setor Bueno, Goiânia - GO "," R$ 790.000,00 ",R8 Imóveis, 119m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 404m² "," Rua 148, 248, Setor Marista, Goiânia - GO "," R$ 4.010.725,00 ",Regina Neves Corretora, 404m² 
" Apartamento com 3 quartos à venda no bairro Pedro Ludovico, 77m² "," Alameda Xavier de Almeida, 108, Pedro Ludovico, Goiânia - GO "," R$ 240.000,00 ",Valéria Corretora de Imóveis, 77m² 
" Casa com 5 quartos à venda no bairro Jardim América, 486m² "," Rua C124, 0, Jardim América, Goiânia - GO "," R$ 670.000,00 ",Urbs Private 3, 486m² 
" Apartamento com 3 quartos à venda no bairro Esplanada, 126m² "," Esplanada, 1, Esplanada, Rio Quente - GO "," R$ 185.000,00 ",Jones Imóveis, 126m² 
" Casa com 3 quartos à venda no bairro Jardim Atlântico, 210m² "," Rua do Xaréu, 0, Jardim Atlântico, Goiânia - GO "," R$ 540.000,00 ",André Lima, 210m² 
" Apartamento com 3 quartos à venda no bairro Jardim Atlântico, 118m² "," Do Parque, 135, Jardim Atlântico, Goiânia - GO "," R$ 652.300,00 ",R8 Imóveis, 118m² 
" Casa com 3 quartos à venda no bairro Residencial Canadá, 195m² "," Rua Rc 5, 0, Residencial Canadá, Goiânia - GO "," R$ 480.000,00 ",Urbs One, 195m² 
" Apartamento com 3 quartos à venda no bairro Setor Oeste, 174m² "," 2, 501, Setor Oeste, Goiânia - GO "," R$ 1.400.000,00 ",Nova Mercado Imobiliário, 174m² 
" Apartamento com 2 quartos à venda no bairro Cândida de Morais, 60m² "," Avenida Perimetral Norte, 0, Cândida de Morais, Goiânia - GO "," R$ 223.000,00 ",Urbs Private 1, 60m² 
" Apartamento com 3 quartos à venda no bairro Pedro Ludovico, 140m² "," Rua 1028, 1028, Pedro Ludovico, Goiânia - GO "," R$ 910.000,00 ",Pinamar, 140m² 
" Casa com 4 quartos à venda no bairro Setor Sul, 560m² "," Rua 116, 0, Setor Sul, Goiânia - GO "," R$ 1.580.000,00 ",Urbs Private 1, 560m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 78m² "," Av. T-38, Setor Bueno, Goiânia - GO "," R$ 385.000,00 ",Luma Imóveis, 78m² 
" Casa com 3 quartos à venda no bairro Residencial Canadá, 195m² "," Rua Rc 5, 0, Residencial Canadá, Goiânia - GO "," R$ 480.000,00 ",Urbs Private 1, 195m² 
" Casa em Condomínio com 3 quartos à venda no bairro Sítios Santa Luzia Residencial, 193m² "," X 18, 1, Sítios Santa Luzia Residencial, Aparecida de Goiânia - GO "," R$ 680.000,00 ",R8 Imóveis, 193m² 
" Apartamento com 2 quartos à venda no bairro Setor Marista, 71m² "," Rua 1141, 0, Setor Marista, Goiânia - GO "," R$ 580.000,00 ",Urbs Private M, 71m² 
" Apartamento com 1 quarto à venda no Condomínio Aldeia do Lago, 41m² "," Aldeia do Lago, 0, Condomínio Aldeia do Lago, Caldas Novas - GO "," R$ 138.000,00 ",Jones Imóveis, 41m² 
" Casa com 4 quartos à venda no bairro Jardim América, 161m² "," Rua C160, 0, Jardim América, Goiânia - GO "," R$ 750.000,00 ",André Lima, 161m² 
" Apartamento com 3 quartos à venda no bairro Jardim América, 163m² "," C238, 541, Jardim América, Goiânia - GO "," R$ 1.335.000,00 ",R8 Imóveis, 163m² 
" Lote à venda no bairro Jardins Bolonha, 300m² "," Rua das Carnaúbas, 0, Jardins Bolonha, Senador Canedo - GO "," R$ 265.000,00 ",Urbs Private 3, 300m² 
" Casa em Condomínio com 3 quartos à venda no bairro Parque Amazônia, 197m² "," Avenida Piratininga, 111, Parque Amazônia, Goiânia - GO "," R$ 1.070.000,00 ",Pinamar, 197m² 
" Casa com 3 quartos à venda no bairro Gentil Meireles, 179m² "," Rua Chagal, Gentil Meireles, Goiânia - GO "," R$ 620.000,00 ",André Lima, 179m² 
" Apartamento com 3 quartos à venda no bairro Pedro Ludovico, 99m² "," 1033, 75, Pedro Ludovico, Goiânia - GO "," R$ 650.000,00 ",R8 Imóveis, 99m² 
" Apartamento com 4 quartos à venda no bairro Setor Bueno, 133m² "," T-2, 857, Setor Bueno, Goiânia - GO "," R$ 1.047.000,00 ",R8 Imóveis, 133m² 
" Apartamento com 3 quartos à venda no bairro Parque Amazônia, 106m² "," Avenida Copacabana, Parque Amazônia, Goiânia - GO "," R$ 543.500,00 ",Adilson de Carvalho, 106m² 
" Casa com 4 quartos à venda no bairro Alphaville Flamboyant, 1042m² "," Rua Caldas Novas, 0, Alphaville Flamboyant, Goiânia - GO "," R$ 5.750.000,00 ",Urbs Private 3, 1042m² 
" Apartamento com 4 quartos à venda no bairro Setor Oeste, 149m² "," Rua T 47, 0, Setor Oeste, Goiânia - GO "," R$ 600.000,00 ",Urbs Private 1, 149m² 
" Casa em Condomínio com 4 quartos à venda no bairro Residencial Goiânia Golfe Clube, 240m² "," Rua Ggc 27, 2, Residencial Goiânia Golfe Clube, Goiânia - GO "," R$ 2.201.000,00 ",Pinamar, 240m² 
" Apart Hotel com 1 quarto à venda no bairro Setor Bueno, 44m² "," T 38, 1, Setor Bueno, Goiânia - GO "," R$ 445.000,00 ",M2 Investimentos Imobiliários, 44m² 
" Casa com 3 quartos à venda no bairro Setor Sul, 403m² "," Rua 105-a, 0, Setor Sul, Goiânia - GO "," R$ 590.000,00 ",Urbs Private M, 403m² 
" Casa com 4 quartos à venda no bairro Setor Goiânia 02, 240m² "," Antônio Poteiro Qd. 30 Lt. 13, 1, Setor Goiânia 02, Goiânia - GO "," R$ 850.000,00 ",Nova Mercado Imobiliário, 240m² 
" Lote à venda no bairro Rural, 150000m² "," Trevo Caldas Novas Rio Quente, Rural, Caldas Novas - GO "," R$ 3.000.000,00 ",Jones Imóveis, 150000m² 
" Apartamento com 3 quartos à venda no bairro Alto da Glória, 94m² "," Rua Natal, 0, Alto da Glória, Goiânia - GO "," R$ 450.000,00 ",Urbs Private 2, 94m² 
" Casa com 3 quartos à venda no bairro Centro Oeste, 106m² "," 41, 1, Centro Oeste, Goiânia - GO "," R$ 450.000,00 ",Nova Mercado Imobiliário, 106m² 
" Casa com 3 quartos à venda no bairro Conjunto Fabiana, 232m² "," Rua 2c, 0, Conjunto Fabiana, Goiânia - GO "," R$ 450.000,00 ",André Lima, 232m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 155m² "," Avenida T 5, 0, Setor Bueno, Goiânia - GO "," R$ 821.090,00 ",Urbs Private M, 155m² 
" Casa com 3 quartos à venda no bairro Anhangüera, 227m² "," Rua Machado de Assis, 0, Anhangüera, Goiânia - GO "," R$ 700.000,00 ",André Lima, 227m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 72m² "," Rua T 38, 0, Setor Bueno, Goiânia - GO "," R$ 650.000,00 ",Urbs Private 3, 72m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 115m² "," T 51, 1010, Setor Bueno, Goiânia - GO "," R$ 842.500,00 ",Nova Mercado Imobiliário, 115m² 
" Apartamento com 4 quartos à venda no bairro Setor Bueno, 307m² "," Rua T 36, 0, Setor Bueno, Goiânia - GO "," R$ 1.350.000,00 ",Urbs Private 3, 307m² 
" Lote em Condomínio à venda no bairro Zona Rural, 1445m² "," Alexânia, Zona Rural, Alexânia - GO "," R$ 390.000,00 ",Ricardo Neri Imóveis, 1445m² 
" Apartamento com 2 quartos à venda no bairro Jardim Atlântico, 68m² "," Leblon, 147, Jardim Atlântico, Goiânia - GO "," R$ 310.000,00 ",M2 Investimentos Imobiliários, 68m² 
" Casa em Condomínio com 3 quartos à venda no bairro Jardim Imperial, 107m² "," Rua do Príncipe Regente, 12, Jardim Imperial, Aparecida de Goiânia - GO "," R$ 495.000,00 ",Rvs Imóveis, 107m² 
 Apartamento com 3 quartos à venda no bairro Setor Bueno ," T- 51, 12, Setor Bueno, Goiânia - GO "," R$ 1.087.000,00 ",R8 Imóveis,
" Lote em Condomínio à venda no bairro Centro, 12436m² "," Abadiânia, Centro, Abadiânia - GO "," R$ 2.253.340,00 ",Ricardo Neri Imóveis, 12436m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 211m² "," Rua 36 Com Rua 13, 13, Setor Marista, Goiânia - GO "," R$ 1.635.995,00 ",Regina Neves Corretora, 211m² 
" Lote em Condomínio à venda no bairro Zona Rural, 1445m² "," Alexânia, Zona Rural, Alexânia - GO "," R$ 390.000,00 ",Ricardo Neri Imóveis, 1445m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 134m² "," T 51, 661, Setor Bueno, Goiânia - GO "," R$ 1.085.000,00 ",R8 Imóveis, 134m² 
" Casa em Condomínio com 3 quartos à venda no bairro Santa Genoveva, 142m² "," Do Café, 424, Santa Genoveva, Goiânia - GO "," R$ 615.000,00 ",M2 Investimentos Imobiliários, 142m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 155m² "," T 28, 1648, Setor Bueno, Goiânia - GO "," R$ 1.000.000,00 ",M2 Investimentos Imobiliários, 155m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 342m² "," Avenida 136, 0, Setor Marista, Goiânia - GO "," R$ 1.390.000,00 ",Urbs Private 2, 342m² 
" Casa com 3 quartos à venda no bairro Jardim Nova Era, 130m² "," Rua Gonçalves Dias, Jardim Nova Era, Aparecida de Goiânia - GO "," R$ 650.000,00 ",Hitamar Praxedes, 130m² 
